"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First Click","Q9_Last Click","Q9_Page Submit","Q9_Click Count","Q13","Q10_First Click","Q10_Last Click","Q10_Page Submit","Q10_Click Count","Q11_First Click","Q11_Last Click","Q11_Page Submit","Q11_Click Count","Q12_First Click","Q12_Last Click","Q12_Page Submit","Q12_Click Count","id","where","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad","totalbadUP"
"4/26/18 15:18","4/26/18 15:24",0,NA,100,356,1,"4/26/18 15:24","R_XufaaxT4D123ZUR",NA,NA,NA,NA,38.61340332,-90.29070282,"anonymous","EN",1,1.282,6.53,7.979,7,"19",0.67,135.445,139.314,83,0.93,99.088,99.188,70,0.892,100.852,100.933,71,NA,"sona",1,4,4,4,3,4,3,4,4,2,4,5,1,2,4,4,5,4,4,2,1,4,4,3,4,4,4,1,2,2,3,1,3,4,5,4,2,4,1,5,4,4,2,4,5,2,4,2,2,4,5,4,1,4,4,4,3,4,2,2,2,4,0
"4/26/18 16:25","4/26/18 16:32",0,NA,100,432,1,"4/26/18 16:32","R_1MWp54KrFhXGhlv",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.206,5.39,7.631,2,"18",48.23,151.157,152.469,23,38.79,158.481,160.481,27,2.882,112.52,113.646,23,NA,"sona",2,2,4,4,4,4,5,4,4,2,1,1,1,2,4,4,1,1,5,4,1,5,4,4,4,4,5,1,3,4,2,1,5,5,5,5,2,2,1,1,4,1,1,2,4,4,2,4,4,4,1,2,1,2,4,4,3,2,4,2,4,4,0
"4/26/18 16:35","4/26/18 16:47",0,NA,100,734,1,"4/26/18 16:47","R_3EuM83glSKAFLaF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,20.74,20.74,23.98,1,"19",10.45,202.641,205.633,23,7.567,96.11,98.356,21,220.295,411.829,414.11,21,NA,"sona",4,4,4,4,4,4,4,4,4,4,4,2,2,4,5,4,2,4,2,5,1,4,4,4,4,4,4,2,2,4,4,2,4,5,3,5,3,3,2,2,4,2,2,3,3,5,4,4,4,4,4,2,1,5,2,4,3,5,4,5,4,3,0
"4/26/18 17:17","4/26/18 17:30",0,NA,100,768,1,"4/26/18 17:30","R_2TSPoNfRzozW83f",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,2.967,16.285,19.713,4,"19",3.395,212.082,214.015,27,122.458,206.088,207.489,26,96.683,317.198,319.28,25,NA,"sona",3,4,5,5,5,3,5,4,4,3,5,5,1,4,5,5,5,5,4,4,1,4,4,4,4,2,4,2,1,4,3,2,5,5,5,5,2,5,1,5,2,5,5,5,5,3,5,4,4,4,5,2,5,4,2,4,3,4,3,5,5,5,1
"4/26/18 19:25","4/26/18 19:39",0,NA,100,860,1,"4/26/18 19:39","R_CgkpiNxm3VWq9Et",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,89.532,179.946,184.866,2,"51",19.254,190.35,193.15,23,9.141,171.621,173.969,20,20.608,224.376,231.615,21,NA,"sona",2,1,1,2,2,3,3,4,4,1,4,5,1,1,1,1,5,5,5,5,1,4,2,3,2,2,2,1,4,3,2,4,4,4,5,2,1,5,5,5,4,5,5,5,4,5,1,5,2,2,5,3,4,2,4,3,3,3,5,5,5,4,0
"4/26/18 20:08","4/26/18 20:14",0,NA,100,380,1,"4/26/18 20:14","R_8kKj5qHYafxHnYB",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,4.599,4.599,6.472,1,"20",17.156,136.029,138.257,22,6.745,117.084,119.378,24,8.921,109.592,111.176,24,NA,"sona",1,4,4,1,4,2,3,3,4,1,4,5,1,1,1,2,4,5,5,2,1,4,4,2,2,4,3,1,1,2,1,1,5,4,5,5,1,1,1,5,4,5,5,5,3,2,1,2,1,2,5,2,1,3,3,3,3,3,1,4,5,6,0
"4/26/18 20:12","4/26/18 20:17",0,NA,100,281,1,"4/26/18 20:17","R_vwpRlrzC7Fuvj6p",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.485,4.485,13.407,1,"18",10.685,103.474,105.065,28,9,76.457,78.581,25,10.419,80.256,81.482,23,NA,"sona",2,4,4,4,4,4,5,5,5,4,5,3,4,2,5,4,5,4,4,5,1,5,4,3,2,2,4,1,1,4,2,1,4,5,3,4,1,5,1,4,4,3,4,2,4,3,2,4,2,3,5,2,2,4,4,5,3,4,5,4,4,4,0
"4/26/18 22:27","4/26/18 22:47",0,NA,100,1187,1,"4/26/18 22:47","R_Z2FJ60iTEHBm8z7",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,220.274,220.274,224.414,1,"18",13.713,156.765,158.461,24,10.757,221.769,223.002,23,6.048,613.833,615.314,24,NA,"sona",4,4,4,4,5,4,5,4,4,5,4,1,1,4,5,5,4,3,5,4,1,5,5,4,4,4,5,4,1,4,4,1,4,4,4,5,4,3,1,1,4,3,3,3,4,3,4,3,3,4,4,5,1,4,3,3,3,4,3,4,1,4,0
"4/26/18 23:14","4/26/18 23:20",0,NA,100,329,1,"4/26/18 23:20","R_usROUdfHrwGJsit",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,19.587,19.587,24,1,"20",7.174,75.281,77.46,23,7.245,96.772,99.03,22,4.357,121.535,124.502,24,NA,"sona",1,1,1,1,1,1,4,1,1,1,4,5,1,1,1,1,5,5,1,1,1,1,3,2,4,1,4,1,1,1,1,4,3,4,3,2,1,5,3,5,4,4,5,3,4,2,2,1,1,1,5,5,4,1,2,1,3,1,4,1,1,5,1
"4/27/18 0:52","4/27/18 1:00",0,NA,100,518,1,"4/27/18 1:00","R_1pWMkb1MGuIT4Qy",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.995,35.799,38.679,2,"19",3.42,158.468,160.376,25,14.701,148.956,151.684,23,4.48,167.628,171.342,22,NA,"sona",4,4,4,3,5,4,4,4,4,3,4,4,2,3,4,4,4,3,4,4,1,5,4,5,3,3,5,3,4,4,3,1,4,3,4,4,3,3,1,4,4,4,4,3,4,2,3,4,3,4,4,2,1,4,4,4,3,5,4,4,4,3,0
"4/27/18 10:50","4/27/18 10:59",0,NA,100,539,1,"4/27/18 10:59","R_3PTCSpS63ZeW50Z",NA,NA,NA,NA,38.54910278,-90.31990051,"anonymous","EN",1,3.145,18.169,19.461,7,"32",28.921,259.403,261.59,62,7.509,130.066,133.596,50,6.32,120.644,130.564,54,NA,"sona",5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,1,5,5,5,4,5,5,2,4,5,5,1,4,5,4,5,2,5,2,5,4,3,5,4,5,3,3,3,5,5,5,3,3,5,5,5,3,3,2,4,4,3,0
"4/27/18 10:56","4/27/18 11:03",0,NA,100,397,1,"4/27/18 11:03","R_3KrLozQVJdTBxPH",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.308,5.989,8.684,2,"18",4.946,110.694,111.502,23,6.181,121.596,123.507,20,10.58,149.824,152.852,23,NA,"sona",3,3,5,5,5,4,4,5,5,2,5,5,1,3,5,5,5,5,5,5,1,4,5,5,4,4,5,1,5,3,2,1,5,5,5,5,3,5,1,5,4,5,5,5,3,4,2,3,5,4,5,1,1,2,3,4,3,2,5,2,5,5,0
"4/27/18 11:02","4/27/18 11:09",0,NA,100,428,1,"4/27/18 11:09","R_w7qY9PAf1c8hb8d",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,62.046,77.019,101.085,4,"20",6.187,96.652,97.82,21,3.352,100.879,102.381,20,45.667,121.797,123.636,20,NA,"sona",1,3,4,5,4,3,4,4,4,2,3,4,5,3,4,4,4,4,4,4,1,4,3,4,4,2,5,2,1,2,3,1,2,4,4,4,2,4,1,5,4,3,5,4,4,5,3,5,3,4,4,1,1,2,1,4,3,2,2,3,5,4,0
"4/27/18 12:03","4/27/18 12:09",0,NA,100,361,1,"4/27/18 12:09","R_2cyP8icQQrwBmU1",NA,NA,NA,NA,38.51210022,-89.89980316,"anonymous","EN",1,38.953,38.953,41.371,1,"19",8.393,99.718,101.643,21,10.611,99.879,101.059,20,9.079,103.225,105.069,22,NA,"sona",2,2,5,5,4,4,5,4,5,2,5,5,1,5,5,5,5,5,5,2,1,3,4,5,4,3,4,1,2,3,4,1,2,3,4,5,2,5,1,5,4,5,5,5,3,1,3,4,3,4,3,5,1,3,5,3,3,3,5,4,1,5,0
"4/27/18 13:15","4/27/18 13:22",0,NA,100,444,1,"4/27/18 13:22","R_1hDW4FsgGiNJv9N",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.328,38.52,40.717,5,"19",6.271,123.207,124.807,26,4.577,137.851,139.483,21,23.259,145.917,147.768,23,NA,"sona",4,2,2,2,3,2,4,4,4,1,4,4,2,2,2,4,4,2,5,4,1,4,2,3,3,2,4,1,3,3,2,1,5,2,3,4,2,3,1,4,4,4,4,3,4,2,4,2,3,4,4,2,1,2,4,4,3,4,4,2,4,4,0
"4/27/18 17:44","4/27/18 17:50",0,NA,100,349,1,"4/27/18 17:50","R_3F4ExKBNJ5HIlF9",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,4.046,6.198,8.474,2,"27",4.151,127.238,128.509,26,4.266,80.195,81.127,25,4.089,120.13,121.222,28,NA,"sona",4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,4,1,5,5,5,5,5,5,2,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,1,4,5,4,5,4,4,4,5,3,4,3,4,5,5,1,1,0
"4/27/18 18:55","4/27/18 18:59",0,NA,100,250,1,"4/27/18 18:59","R_1GNYUyBZVctoeEV",NA,NA,NA,NA,39.06129456,-95.72930145,"anonymous","EN",1,13.041,13.041,15.828,1,"19",4.414,74.45,75.671,26,8.722,72.943,74.472,23,2.52,55.858,57.737,20,NA,"sona",1,2,2,5,5,1,5,5,5,1,5,5,1,3,1,1,5,4,5,5,1,5,4,5,2,1,5,1,1,2,1,1,1,5,5,3,1,3,1,5,4,2,4,3,4,4,1,1,1,1,4,1,1,1,1,4,3,1,1,1,5,6,2
"4/29/18 13:33","4/29/18 13:38",0,NA,100,299,1,"4/29/18 13:38","R_aWvEK4do8pQScw1",NA,NA,NA,NA,37.14889526,-93.26139832,"anonymous","EN",1,7.667,9.59,12.418,2,"20",6.002,79.71,82.108,21,9.348,84.106,86.293,20,7.467,101.461,103.613,22,NA,"sona",4,3,4,4,4,4,4,4,4,4,2,2,1,4,4,4,2,2,4,4,1,4,4,4,3,4,4,1,2,4,3,4,2,4,4,4,3,4,1,2,4,1,3,1,4,4,2,4,4,4,2,4,3,4,3,4,3,3,4,4,1,3,0
"4/29/18 14:53","4/29/18 15:02",0,NA,100,501,1,"4/29/18 15:02","R_3PFvWpKQeOrYsTz",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,13.774,13.774,20.65,1,"19",10.746,141.483,144.575,23,10.95,167.813,170.414,23,8.511,127.686,130.243,24,NA,"sona",2,3,4,4,3,1,5,4,3,2,3,5,1,1,5,4,3,3,3,4,1,5,1,1,1,2,4,1,1,3,1,1,4,3,5,4,1,1,1,5,4,4,5,5,5,3,1,3,2,5,4,4,1,3,1,3,3,3,5,5,1,4,0
"4/29/18 15:36","4/29/18 15:41",0,NA,100,315,1,"4/29/18 15:41","R_2eb4t8Zzm1Dy7tM",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.753,26.2,29.576,8,"19",12.539,108.345,110.487,24,5.982,88.382,89.535,25,8.023,76.112,83,23,NA,"sona",4,3,3,3,4,4,5,2,1,2,4,1,2,3,3,4,3,4,4,4,1,4,4,4,3,3,2,1,2,3,4,2,3,3,3,4,4,3,1,3,4,2,1,2,4,2,2,4,4,4,3,3,2,3,2,3,3,2,3,4,3,4,0
"4/29/18 17:24","4/29/18 17:33",0,NA,100,514,1,"4/29/18 17:33","R_2rH3tdNpmB1IhhE",NA,NA,NA,NA,38.52630615,-93.51930237,"anonymous","EN",1,9.245,13.2,16.635,4,"19",4.779,137.182,138.866,29,7.876,198.085,199.211,24,6.447,129.171,130.801,24,NA,"sona",4,3,4,4,4,2,4,5,5,2,4,3,3,3,4,5,3,2,4,4,1,4,3,3,3,4,5,1,1,4,3,2,4,5,3,4,1,2,1,3,4,3,3,4,4,2,3,3,3,4,3,5,2,3,4,4,3,4,4,4,2,3,0
"4/29/18 21:54","4/29/18 22:00",0,NA,100,324,1,"4/29/18 22:00","R_1E6zn4xtrwnuMGn",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,2.472,6.113,8.885,2,"38",5.804,114.603,115.678,21,21.679,112.072,114.336,20,15.679,80.31,82.968,20,NA,"sona",4,4,4,5,5,5,5,4,4,2,2,4,3,3,3,3,5,4,5,5,1,4,4,4,3,4,4,1,5,4,3,3,5,4,4,4,4,2,1,5,4,4,4,3,4,4,4,4,4,5,4,4,1,4,3,4,3,4,5,5,3,4,0
"4/30/18 1:42","4/30/18 1:48",0,NA,100,356,1,"4/30/18 1:48","R_27llnvCLajwGssq",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.763,5.644,7.589,2,"19",6.764,111.93,113.494,26,3.031,110.419,112.446,21,7.595,118.713,120.128,22,NA,"sona",4,5,3,5,5,5,5,5,5,3,5,4,3,4,5,4,5,5,5,4,1,5,5,4,4,4,5,3,2,5,3,2,5,5,5,5,3,5,3,5,4,5,5,4,4,2,5,2,5,5,5,4,4,5,5,4,3,4,3,4,3,3,0
"4/30/18 10:30","4/30/18 10:36",0,NA,100,342,1,"4/30/18 10:36","R_tXRRDKsfCXFWpHP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.535,3.535,5.919,1,"19",6.948,112.324,113.838,22,12.048,115.227,117.131,21,7.873,107.263,108.222,21,NA,"sona",2,2,2,2,3,2,4,4,4,2,4,4,2,2,2,2,4,4,4,4,1,2,4,3,2,2,2,1,2,2,2,3,4,3,4,4,2,4,3,4,4,4,4,2,3,2,3,3,2,3,5,4,4,2,4,3,3,3,3,4,2,3,0
"4/30/18 10:45","4/30/18 10:51",0,NA,100,359,1,"4/30/18 10:51","R_2ctFXM5vrJwckbK",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.434,13.282,17.859,7,"20",3.992,78.399,82.606,24,6.212,124.478,126.015,27,10.943,115.065,119.848,24,NA,"sona",2,1,1,1,3,1,3,4,4,1,1,2,1,1,1,1,1,1,2,1,1,3,2,2,2,1,3,1,3,1,1,1,3,2,1,3,1,1,1,3,4,3,3,4,2,3,2,2,2,2,2,2,2,3,4,3,3,2,3,2,4,2,0
"4/30/18 12:13","4/30/18 12:30",0,NA,100,1020,1,"4/30/18 12:30","R_2tbdXI8JRCxbsfa",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.677,2.677,4.947,1,"19",50.288,137.59,138.652,22,6.919,826.932,828.895,22,5.96,65.075,66.082,21,NA,"sona",4,4,3,4,4,3,4,4,3,4,4,4,1,3,4,4,4,5,3,3,1,3,3,4,4,2,4,2,1,3,2,2,3,2,5,3,3,5,1,5,4,5,5,5,4,3,4,3,3,3,5,3,2,3,3,4,3,2,3,4,4,5,1
"4/30/18 12:32","4/30/18 12:38",0,NA,100,301,1,"4/30/18 12:38","R_9uGnK4jkrmcCc2B",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.448,3.448,14.561,1,"18",5.311,84.844,85.993,27,1.907,95.172,96.173,30,7.608,97.657,98.923,24,NA,"sona",3,4,4,4,4,4,4,4,3,3,4,4,2,3,4,3,4,3,5,4,1,4,3,5,4,4,4,1,3,3,3,1,2,5,3,3,3,3,1,4,4,4,4,2,4,2,3,3,3,5,4,3,1,4,4,3,3,4,3,4,2,3,0
"4/30/18 12:36","4/30/18 12:45",0,NA,100,501,1,"4/30/18 12:45","R_28Zd7W2TCE9Bb65",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.078,5.078,9.382,1,"19",12.439,201.246,202.987,24,7.412,140.343,142.564,22,11.845,138.635,140.257,23,NA,"sona",2,4,4,4,4,2,3,4,4,2,3,4,3,4,4,4,4,3,3,4,1,4,3,4,3,2,4,1,3,2,1,1,4,3,4,4,1,1,1,4,4,3,4,3,3,3,2,4,3,4,3,4,1,3,4,2,3,3,4,2,1,5,0
"4/30/18 13:29","4/30/18 13:34",0,NA,100,286,1,"4/30/18 13:34","R_1DLNDT1z3F4o4Mx",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.231,12.964,18.178,6,"22",10.463,98.282,99.913,22,3.786,69.783,71.886,24,3.63,89.9,92.096,20,NA,"sona",3,3,4,4,2,3,4,4,4,1,4,4,1,2,4,4,4,4,4,5,1,3,3,2,2,2,4,1,3,3,1,1,4,3,4,4,1,4,1,5,2,4,4,4,3,3,3,3,3,4,4,4,1,2,4,3,3,4,4,3,5,6,2
"4/30/18 13:57","4/30/18 14:02",0,NA,100,273,1,"4/30/18 14:02","R_DAfKN9g6J4LHnnr",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.892,17.318,20.12,6,"18",1.526,86.054,87.904,26,5.952,52.448,54.9,22,11.118,108.176,109.504,21,NA,"sona",3,2,3,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,5,4,3,3,3,4,3,4,4,3,5,3,3,3,3,4,3,3,2,1
"4/30/18 14:39","4/30/18 14:47",0,NA,100,463,1,"4/30/18 14:47","R_0uFHHHUczhWTzhL",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,18.776,18.776,27.764,1,"19",17.97,131.776,135.68,22,10.746,231.43,245.882,25,3.79,70.368,74.046,26,NA,"sona",4,5,4,5,4,5,4,3,5,4,4,3,3,5,5,5,5,3,5,4,1,5,4,4,5,5,5,4,3,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,4,4,4,5,5,4,4,4,3,5,5,4,4,1,0
"4/30/18 15:47","4/30/18 15:51",0,NA,100,220,1,"4/30/18 15:51","R_32OWpfYMasIiNDY",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,1.594,4.331,5.195,6,"19",0.587,62.54,64.745,67,13.293,78.568,79.256,66,0.8,59.065,62.923,64,NA,"sona",3,2,4,3,5,4,4,4,4,1,5,1,1,1,3,3,1,2,4,4,1,5,3,4,1,1,4,1,1,4,3,1,4,4,1,3,3,1,1,1,4,5,2,1,1,1,1,1,4,4,1,3,1,3,1,4,3,3,1,2,4,7,2
"4/30/18 15:47","4/30/18 15:51",0,NA,100,230,1,"4/30/18 15:51","R_1mC8TJ7VTYxOpcu",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,3.712,3.712,9.041,1,"19",29.646,100.857,102.165,25,2.267,57.926,58.734,24,3.055,52.705,53.729,24,NA,"sona",2,4,3,4,4,3,3,4,5,4,4,4,3,4,4,4,4,3,4,4,1,4,4,4,3,3,3,3,3,4,3,2,3,3,3,4,5,3,1,4,4,4,3,4,4,3,3,4,3,4,4,3,2,3,2,4,3,4,3,4,4,4,2
"4/30/18 16:02","4/30/18 16:08",0,NA,100,368,1,"4/30/18 16:08","R_2ro60x7thtuwzhh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,1.247,3.484,7.455,3,"19",4.075,116.317,117.364,95,1.505,117.74,118.959,77,3.487,115.341,116.203,86,NA,"sona",4,4,4,4,4,5,5,4,4,3,4,3,4,2,4,4,3,3,5,4,1,5,4,4,4,4,4,1,4,4,3,4,4,4,4,4,3,1,2,3,4,3,3,2,4,2,2,2,4,4,2,5,3,4,3,4,3,5,3,4,2,3,0
"4/30/18 16:10","4/30/18 16:15",0,NA,100,301,1,"4/30/18 16:15","R_21EY3fye2b6AlzW",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,15.301,18.389,21.844,3,"18",7.592,81.968,83.412,28,3.902,52.411,54.652,23,9.058,135.456,137.432,25,NA,"sona",2,4,3,3,2,2,3,2,2,3,4,2,2,2,3,3,2,3,2,2,1,2,2,3,3,3,2,3,3,3,3,2,2,2,2,4,3,3,1,2,4,3,2,4,4,2,3,3,3,4,5,1,1,4,4,4,3,4,5,4,3,4,1
"4/30/18 16:37","4/30/18 16:42",0,NA,100,279,1,"4/30/18 16:42","R_2t5wzLePrPubtPy",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,23.177,31.899,32.433,5,"18",4.907,47.836,50.111,20,25.156,115.281,118.449,22,12.255,69.765,71.646,21,NA,"sona",2,2,4,2,4,4,3,2,4,3,4,4,3,3,5,2,5,3,4,4,1,4,4,3,2,3,5,2,2,3,2,3,4,3,4,5,3,4,2,4,4,3,2,2,3,3,2,3,5,4,5,4,3,3,5,4,3,3,3,4,2,6,3
"4/30/18 17:03","4/30/18 17:16",0,NA,100,798,1,"4/30/18 17:16","R_3kohBjjALdX0vTJ",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,2.632,2.632,4.702,1,"19",9.056,206.218,209.844,26,70.111,370.398,372.505,26,5.519,215.673,217.353,22,NA,"sona",2,4,4,4,4,4,4,4,5,4,5,4,3,4,5,4,4,4,5,5,1,5,4,5,4,4,5,1,3,4,2,2,4,4,5,5,3,4,1,4,4,5,5,4,4,2,4,5,4,5,4,5,2,4,4,4,3,5,3,5,5,4,0
"4/30/18 20:46","4/30/18 20:54",0,NA,100,453,1,"4/30/18 20:54","R_5jsHdvvYxOO0b8B",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,21.981,21.981,28.935,1,"19",6.327,126.545,127.682,21,43.413,153.106,154.574,21,11.619,145.881,147.871,21,NA,"sona",3,2,2,4,4,4,4,4,4,4,4,5,1,2,2,2,4,5,2,4,1,4,4,3,3,3,3,2,1,4,3,1,3,3,5,2,2,3,1,5,4,5,4,5,3,2,3,2,2,3,5,1,1,3,2,3,3,3,4,4,4,5,0
"4/30/18 20:53","4/30/18 21:01",0,NA,100,480,1,"4/30/18 21:01","R_3KT5jVHrd7mhDxm",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,9.365,9.365,15.429,1,"19",6.334,101.958,105.46,28,9.669,122.781,125.555,24,72.116,241.506,242.408,26,NA,"sona",3,4,4,3,4,3,4,4,4,3,3,3,3,3,4,5,3,3,4,4,1,4,4,4,3,4,4,1,3,4,4,1,4,3,2,4,2,3,1,3,4,3,3,3,4,2,3,3,4,4,3,3,1,3,3,4,3,4,3,3,3,3,0
"4/30/18 22:03","4/30/18 22:08",0,NA,100,305,1,"4/30/18 22:08","R_23erUmsSEqWSEx2",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.26,4.26,8.089,1,"19",8.199,84.635,87.483,22,4.375,87.698,102.843,21,7.293,101.207,106.971,18,NA,"sona",3,5,4,3,5,4,2,5,3,4,4,5,3,5,4,4,4,5,4,4,1,4,3,5,4,3,4,3,4,3,2,3,3,2,3,4,4,4,2,4,4,5,5,5,5,3,5,5,4,4,3,5,2,4,3,4,3,3,4,5,4,5,1
"4/30/18 22:03","4/30/18 22:11",0,NA,100,449,1,"4/30/18 22:11","R_6XPJ9BGW1VkezZv",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.011,14.055,17.442,2,"19",9.26,150.994,152.093,27,3.819,110.345,111.14,26,30.36,160.92,162.824,26,NA,"sona",4,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,4,1,5,5,5,5,5,5,1,1,5,4,1,5,5,5,5,2,5,3,5,4,5,5,5,5,4,4,4,4,5,5,2,3,4,4,5,3,4,5,5,4,3,0
"4/30/18 22:56","4/30/18 23:07",0,NA,100,638,1,"4/30/18 23:07","R_USImkaCujaQA4I9",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,40.747,40.747,44.938,1,"19",14.628,260.813,262.838,28,7.787,216.667,218.841,25,13.271,135.786,139.292,22,NA,"sona",4,4,3,4,4,4,5,4,5,3,5,5,1,3,4,4,5,4,4,5,1,4,5,3,4,3,4,1,3,5,3,4,5,5,5,5,3,5,2,5,4,3,5,2,5,3,3,4,4,4,5,5,3,4,3,4,3,4,5,4,2,5,0
"5/1/18 10:42","5/1/18 10:47",0,NA,100,296,1,"5/1/18 10:47","R_OrutU7a36Sz56Jr",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.994,4.994,9.075,1,"19",8.655,99.684,101.31,23,7.117,99.502,101.499,21,5.637,81.08,82.716,20,NA,"sona",3,3,3,3,4,3,4,4,3,3,4,5,1,3,4,4,5,4,3,3,1,4,4,4,2,3,5,1,3,5,2,1,3,4,5,5,3,4,4,5,4,5,5,4,5,4,4,3,2,4,5,3,2,4,4,3,3,2,4,4,4,4,0
"5/1/18 10:48","5/1/18 10:56",0,NA,100,491,1,"5/1/18 10:56","R_3emKIntDj6adr9L",NA,NA,NA,NA,37.02709961,-93.31929779,"anonymous","EN",1,7.3,36.28,39.435,9,"19",10.064,134.965,138.531,22,11.585,35.747,37.934,20,6.047,277.305,279.442,21,NA,"sona",2,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,3,5,3,1,3,2,4,3,3,2,4,3,3,3,4,4,3,2,3,2,2,3,3,4,3,3,5,3,3,4,4,3,3,3,5,3,3,4,3,3,4,3,4,2,3,1
"5/1/18 11:06","5/1/18 11:12",0,NA,100,387,1,"5/1/18 11:12","R_3q7ODEpwCCBDReT",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.884,3.544,5.4,2,"19",6.19,114.65,115.926,30,8.904,143.004,143.77,27,5.222,141.592,143,27,NA,"sona",4,4,5,5,4,4,5,5,5,1,5,5,1,4,4,4,5,5,4,4,1,4,5,4,3,4,5,2,1,4,3,1,5,5,5,4,2,5,1,5,4,5,5,5,5,5,3,3,4,5,5,1,1,4,2,4,3,3,3,5,5,5,0
"5/1/18 11:02","5/1/18 11:17",0,NA,100,903,1,"5/1/18 11:17","R_3PhpLZxEi5GPWKO",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,130.592,140.081,155.761,3,"19",19.665,327.238,329.075,27,17.232,190.685,205.824,20,6.367,222.196,224.192,20,NA,"sona",5,4,4,3,4,4,5,5,4,2,5,1,1,2,5,4,1,1,5,5,1,4,4,5,3,4,5,2,1,4,3,1,5,4,5,5,2,1,1,1,4,2,1,1,4,1,3,4,2,4,3,5,1,4,4,3,3,5,5,2,1,6,0
